url,title,description,compensation,employment_type,location,company,post_date,city,category,is_scam
https://newjersey.craigslist.org/sci/d/fairfield-operator-technician/7846003935.html,Operator Technician - Sterilization,"Sterilization Operator $24 per hr. (Pine Brook)Prince Sterilization Services,  LLC.Fairfield, NJ, USAjob title: Operator TechnicianOperator Technician (Full-Time)Shift: Monday - Friday 2:30pm-10:00pmEmployment Type Full-TimeBenefits Offered Dental, Medical, Paid Time Off, Retirement, VisionCompensation $24 per hourWhy Work Here?Set yourself up for a career in pharmaceutical manufacturing by working at this high performing family owned and operated business.All applicants must agree to a background check.Forward resume to Recruiting@princesterilization.com to apply for this position.Job Duties and Responsibilities:Wash glassware and other medical components using dedicated washing equipmentWork in an ISO-6 cleanroom wearing proper PPE performing aseptic cleaning and packagingLoad and unload manufacturing equipmentPackage processed productMonitor process systems and equipmentPerforms some daily and weekly equipment preventative maintenance tasks and may assist maintenance as required.Participates on plant safety committees and follows all established safety rules and regulations.Legibly documents all work being performed on assigned forms.Clean, sanitize, and disinfect workstations before and after use.Assists with other tasks as assigned by Supervisor.Job Requirements:Good communication skills, both written and verbal.Able to write legibly on a consistent basis.Must be able to add, subtract, multiply and divide.Must be willing to work established shifts.Must be able to lift a minimum of 50 pounds and perform repetitive bending and lifting motions over a period of time.About Prince Sterilization Services:Prince Sterilization Services, LLC is a contract steam and dry heat sterilization provider serving the pharmaceutical, compound pharmacy, medical device, and biotech industries.Principals only. Recruiters, please don't contact this job poster.",$24 /hour,full-time,Fairfield NJ,PRINCE STERILIZATION SERVICES LLC,2025-04-28T16:32:31-0400,newyork,science/biotech,
https://williamsport.craigslist.org/sci/d/bloomsburg-laboratory-analyst/7842324857.html,"Laboratory Analyst (Bloomsburg, PA)","IEH Laboratories, a Leader in Food Safety, is now accepting applications for a Laboratory Analyst position at its facility in Bloomsburg, PA.Ideal candidates will possess the following:-          A high school diploma or GED (required); an associate degree in Biology or related field (preferred)-          Proficiency with data entry and computer applications-          Ability to multitask and work in a fast-paced environment-          Strong written and verbal communication skills-          Strong attention to detail-          Strong understanding of aseptic technique in the laboratoryLaboratory Analyst duties include analysis of food samples for pathogens via PCR and immunoassay, various microbe enumerations, data entry, laboratory reporting, quality control, media preparation, and other duties as assigned.This is a full-time position and is eligible for standard benefits after a brief waiting period. The laboratory operates weekends, so candidates must be willing to work some weekends.Due to exposure to various food allergens in the laboratory environment, applicants with moderate-to-severe food allergies are discouraged from applying.To apply for this position please access the company's job posting at:https://apps.iehlabs.com/applyatieh.html#67e2ec955a77f6119862ee1cAfter navigating to the URL listed above, you will be asked to complete optional self-identification surveys and submit your cover letter, resume and references in a combined, single PDF.Equal Opportunity Vets/Disability""Know Your Rights""Poster:https://www.eeoc.gov/sites/default/files/2022-10/EEOC_KnowYourRights_screen_reader_10_20.pdf",$20.00 - $22.00 hourly,full-time,"Laboratory Analyst (Bloomsburg, PA",Institute For Environmental Health Inc.,2025-04-14T12:14:27-0400,newyork,science/biotech,
https://providence.craigslist.org/sci/d/attleboro-falls-seeking-wetland-staff/7842301708.html,Seeking Wetland Staff Scientist,"Land Surveying and Civil Engineering Firm is looking for an Environmental Scientist (Wetland Staff Scientist).We have been in business for over 50 years and we are looking to add some great talent to our diverse team of professionals.As an Environmental Scientist (Wetland Staff Scientist), the position covers a variety of responsibilities including:Assisting the Sr. Project Manager and team with some field work and site visits/assessments, remediation, wetland science, regulatory compliance, environmental permitting, and other ways we can support our clients and work with state and local governments.Compose Clients Notice of Intents (NOI’s), Amend Order of Conditions (AOOC), Minor Modifications, Variances, Certificates of Compliance (COC), Request for Determination Application (RDA), Abbreviated Notice of Resource Area Delineation (ANRAD) etc., as well as submitting them to local and state governments.Report preparation, and permit application composition including Flood Elevation Certificates, Sewer Permits, Stormwater Reports, Preliminary & Definitive Subdivisions among others.Coordinate with field teams performing ecological and wetlands surveys and inspections.Perform functional assessments, wildlife habitat evaluations and rare species surveys, including soil characterization and plant species identification.Coordinate and communicate with clients and project teams by various means to discuss project details and prepare necessary studies and technical reports.Coordinate and obtain permit requirements such as Abutter’s Lists and Notifications, Certified Mailing of Notifications/Announcements, Ad Publishing Coordination, Collecting Signatures and Filing Fees from Clients for Submission while adhering to guidelines and local and state by-laws.Environmental Compliance monitoring and participation and presentation at public hearings including but not limited to:•	Conservation Commission•	Zoning Board of Appeals•	Historical Commission•	Planning Board•	Board of HealthCandidate should be detail oriented and able to pay close attention to timelines and meet deadlines for filings while tracking renewals or filing dates etc., Administrative experience is needed and we are willing to entertain entry level candidates with backgrounds in Environmental Sciences and Wetlands,This could either be a Full-Time or Part-Time position and we are open to discuss options. Please respond to this post with a short description of you and your background/qualifications and attach an updated Resume. We will be responding to only those who meet the requirements we seek. We appreciate your submission and thank you for taking the time to apply. Best of luck to all of you!",Compensation to be determined based on the chosen candidate’s experience and background.,full-time,North Attleborough,,2025-04-14T11:04:22-0400,newyork,science/biotech,
https://newyork.craigslist.org/mnh/sci/d/new-york-investigative-decision-making/7844307638.html,Investigative Decision Making Study,"Recruiting people to participate in a study of how people make legal decisions. The study will take place in the BMW Building:555 W 57th StNew York, NY 10019United StatesDuring the study, you will learn about a recent event and complete a short task.You will be PAID $20 in cash for 30 minutes of your time.You must be fluent in English and at least 18 years old to participate.If you would like to participate, please fill out this short questionnaire:https://gccunyep.az1.qualtrics.com/jfe/form/SV_b1MBLmMoRlo3nJI",$20,part-time,Midtown West,,2025-04-22T12:18:13-0400,newyork,science/biotech,
https://newyork.craigslist.org/que/sad/d/flushing-electrical-alarm-telecom-cctv/7848240491.html,Electrical /Alarm / Telecom / CCTV Technician / Technicial Sales,"Growing Queens, NYC Based electronics security firm seeks entry level and experienced electrical, fire alarm, burglar alarm, CCTV, Access Control, Intercom and other communication systems installers, service technicians and technical sales and support personnel.  Previous electrical, fire alarm, burglar alarm, access control, or CCTV system installation, programming experience or training is helpful.Responsibilities:Install and service engineered fire and burglar alarm systems, access control system, CCTV, Intercom and related electronic systems, able to work on blueprints of electrical layouts and building plans.Qualifications:A degree from a technical/trade school or a solid related work experience in related field.Strong communication skills in order to effectively communicate with customers.OSHA 30  and NYC SST is a plus.Ability to read blueprints and schematic drawings.Self motivated, self starter, team player and good work ethicsMust have driver license with clean driving record. No drug useMust be able to work legallyPaid vacation, sick days, holidays and other benefits, good opportunityPlease forward resume to Job@ameritechsystems.netAttn: Personnel DepartmentThank you",Based on experience ($18 - $25 Per hour to start ),full-time,Flushing,,2025-05-06T23:27:56-0400,newyork,systems/networking,
https://newyork.craigslist.org/brk/sad/d/brooklyn-field-technician/7846647004.html,Field Technician,"I need a young, driven and dedicated individual with a car that is able to travel up to 40 miles or more to provide services to multiple clients in a given week. Work can vary from troubleshooting, to installations of equipments and systems. Industry includes, network, telecommunications, audio/visual and computer hardware/software servicing. I will train you to become a skilled technician and there will be opportunity to earn more as you grow. Contract will be up to 6 months and if you wish to continue afterwards, that will be dependent on you and your performance. Training will be for the first 2 months. The sooner you become skilled enough to complete service requests on your own with some support, the sooner your pay rate increases. If you are a very patient and professional individual, you’ll succeed in this field.","$17/hr during training, $25/hr after training with increase depending on performance",contract,New York,TetherNet Solutions LLC,2025-05-01T00:10:37-0400,newyork,systems/networking,
https://baltimore.craigslist.org/sad/d/baltimore-it-assistance/7848174624.html,IT assistance,"Looking for someone who can teach me computers (from cell phone applications to basic office programs). I would like help learning about computers/IT, so that it's easy for me. I don't care for IT, but obviously use a computer for work.  I really need assistance breaking things down into the basics so that it's easy for me rather than a struggle. I'd like to actually like it, and have a handle on technology rather than be so frustrated with it. I need to be able to wrap my head around it and have an easy time using systems when I  use them. The goal, to use IT without frustration and become good at it. So if this is something you could assist me with, that would be much appreciated. Thank you in advance.",Negotiatable,part-time,IT assistance,,2025-05-06T17:50:41-0400,newyork,systems/networking,
https://newyork.craigslist.org/brk/sad/d/brooklyn-experienced-wiring-techs/7844680682.html,"Experienced Wiring Techs - Inside Wiring, Networking and Team Leads","Location:Brooklyn, NYCompensation:Competitive – Based on ExperienceEmployment Type:Full-TimeWe are actively seeking a highly experiencedWiring Technicians, Networking and Team Leadswith a minimum of5 years of hands-on experiencein inside wiring and leading installation teams. This role demands not only strong technical skills but also familiarity with managing projects using digital platforms and a solid understanding of networking systems and routing—particularly in environments usingUbiquiti, UniFi, and similar technologies.We are a fast-growing NYC-based internet service provider with a focus on delivering high-quality infrastructure and reliable connectivity to residential and commercial clients.Key Responsibilities:Lead and execute structured cabling and inside wiring in both residential and commercial settings.Supervise and coordinate field technicians and manage day-to-day site operations.Utilize job management tools and software for scheduling, task tracking, and reporting.Deploy, configure, and troubleshoot network systems, including routing and wireless platforms such as Ubiquiti/UniFi.Collaborate closely with engineering and project management teams to ensure timely and high-standard deliverables.Maintain a clean, professional, and code-compliant install on every job.Required Qualifications:Minimum 5 years of experience with structured cabling, terminations, and inside wiring.Proven ability to lead small to medium-sized install teams.Strong working knowledge of network routing, switching, and wireless platforms (e.g., Ubiquiti/UniFi, MikroTik, etc.).Comfort using CRM and project management software to track workflow and communicate across teams.OSHA 30 and SST cardsrequired.Valid driver's license and clean driving record.Strong communication skills and customer-focused mindset.Preferred Experience:Background working on large-scale low voltage infrastructure and new construction projects.Familiarity with fiber terminations, IDFs/MDFs, rack installations, and structured wiring for MDU or commercial buildings.Why Work With Us:Competitive pay with growth opportunitiesSupportive, team-first environmentWork on high-impact infrastructure projects across NYCExposure to innovative platforms and challenging technical environmentsTo Apply:Reply with your resume and a short note about your recent experience with inside wiring and networking platforms.",65k-80k + bonus + full health,full-time,Brooklyn,,2025-04-23T16:37:38-0400,newyork,systems/networking,
https://washingtondc.craigslist.org/mld/sad/d/chevy-chase-luxury-residential-av/7846265838.html,Luxury Residential AV Integration Specialist,"Location: Washington, DC / Maryland / Virginia RegionType: Full-Time, In-PersonSchedule: Monday–Thursday 8-5Compensation: $25–$45/hour (based on experience and certifications) + performance incentives________________________________________Craft Experiences, Not Just SystemsAt SmartTouch USA, we don’t just install tech—we orchestrate living experiences that elevate how people interact with their environment. We are a boutique AV integration firm with an obsessive focus on quality, discretion, and elegant system design for the region’s most discerning residential and commercial clients.If you’re a detail-driven technician with a craftsman’s mindset and ambition for mastery, this is your opportunity to join an elite team redefining the integration industry.________________________________________What You’ll DoAs an AV Integration Specialist, you’ll work on high-end residential and light commercial projects, taking ownership of:•	Pulling, terminating, and testing low-voltage cabling (Cat, fiber, speaker wire, Lutron QS/Power panels)•	Mounting and wiring AV, network, lighting, shading, and environmental control hardware•	Building and dressing equipment racks to premium standards•	Programming and configuring smart systems (Control4, Lutron, Savant, Crestron)•	Installing and calibrating distributed audio, video, and theater systems•	Implementing structured networks, including managed switches and wireless ecosystems•	Troubleshooting and resolving issues in the field with minimal supervision•	Collaborating with project leads and designers to uphold our white-glove service standard________________________________________Who We’re Looking ForYou’re not just good with your hands—you think in systems. You thrive on solving real-world problems, take pride in invisible perfection, and approach each install like it’s your signature.Must-Haves:•	3+ years of experience in AV integration, low-voltage wiring, or systems installation•	Proficiency with tools, ladders, construction environments, and site documentation•	Familiarity with premium platforms (Control4, Lutron, Savant, Crestron)•	Strong spatial reasoning and mechanical aptitude•	Steady employment history and references•	Professional, composed demeanor in high-end client settingsPreferred:•	Experience in luxury residential or boutique commercial environments•	Understanding of IP-based systems and network infrastructure•	Prior certifications (CEDIA, CTS) or interest in obtaining them________________________________________Your Growth PathWe’ve built a structured advancement framework that lets talented technicians evolve into designers, project leaders, and technical directors:1.	Integration Specialist – Core systems installation & best practices2.	Technical Specialist – Advanced troubleshooting & systems programming3.	Project Lead – Site management, client liaison, complex installs4.	Systems Architect – Full design-to-delivery leadership5.	Technical Director – Innovation leadership, mentorship, R&DEach step comes with mentorship, increasing autonomy, and compensation growth.________________________________________What We OfferWe invest in the people who invest in us.•	Pay: $25–$45/hr based on expertise, with clear advancement incentives•	Schedule: Full Time with opportunities for overtime•	Benefits:o	401(k) with 3% matcho	Premium health, dental, and visiono	Paid holidays + 2 weeks PTOo	Company-funded certification and training pathso	Performance and longevity bonuses•	Tools: Access to professional-grade tools and test equipment________________________________________Our CultureWe’re a team of solution architects, technologists, and craftspeople. We value precision, discretion, and pride in our work. Every system we touch reflects our obsession with seamless integration—often invisible to the eye, but deeply felt in the experience.",$25–$45,full-time,"MD, DC, VA",SmartTouchUSA,2025-04-29T15:47:10-0400,newyork,systems/networking,
https://washingtondc.craigslist.org/nva/sad/d/west-mclean-av-data-voice-cabling/7842398307.html,"AV, Data/Voice Cabling  - Installers / PM's / Pre Sales Quoting / Subs","HotBed Technologies, Inc. is currently in search of experienced AV Engineers, data/voice cabling Installers, Project Managers, Purchasing reps, Pre-Sales engineers and subcontractors for our projects in the Northern VA, MD and the DC area.Positions available for working either as a full-time employees or by the hour, during normal working hours for ongoing projects we are involved in.AV Engineers should have hands on experience running AV cable, terminating connectors, mounting TV's and Projectors, installing speakers, mics, amps, mixers, control systems, etc..LV Installers: Experience with cabling projects for Cat6, fiber, coax cable required. Experience running and terminating Cat6 cable a requirement. Experience with punching down patch panels, jacks and testing also required. Should be able to operate a Hilti Gun for j-hooks and bundle consolidation and use a Fluke Tester. Fiber experience a plus.Full-time Installer positions will involve work during normal hours and at times after hours and on weekends. Must have your own basic tools and transportation. PT Installer weekly workload could be 20 to 40 hours to start with the goal of making this a full-time position over time. (Subcontracting companies also considered)PM's / Quoting: Experience overseeing crews that will be pulling cables, punching down patch panels, terminating jacks and Fluke testing is required. Experience ordering cable and equipment for these projects from distributors is also required. The ability to use MS Excel and MS Word for quote preparation is required. Ability to put together cabling as-builts and marked floorplans for quotes is also required. This supervisory position is a hands-on role for full-time employment.Pre-Sales Engineers should have experience conducting sales calls, designing AV and LV Systems, creating proposals in Excel, creating system diagrams is a plus, but not required.All: Experience with CCTV and Access Control Systems a plus.Our office is in McLean, VA with 99% of the work in the DC metro area.If you are interested, please email info@hotbedtech.com with your required salary or hourly rate, resume and availability.Please see our website at www.hotbedtech.com for more information on our company.",See above,full-time,Mc Lean,HotBed Technologies,2025-04-14T15:46:53-0400,newyork,systems/networking,
https://boston.craigslist.org/bmw/sad/d/walpole-low-voltage-voice-data-field/7846602219.html,Low Voltage Voice/Data Field Technician,"Structured Cabling Technician (New England)ASCIO Wireless is a system integration company located in Massachusetts which services New England and surrounding areas.  We are currently seeking a field technician for service and project work.  Position needs to be filled immediately.  Must have strong field service experience.Following is an overview of the criteria that a candidate should possess:* Experience with low voltage voice/data cabling.* Understanding of basic network topology and IP schemes is a plus.* Experience with wireless (LAN, WAN, Cellular) deployment is a plus.* Experience using power tools (drill, screw gun, saw, and etc.)* Clean driving record required.Company provides the following:* Vehicle.* Fuel Card.* Cellular Phone.* Laptop / Tablet.* Health Insurance.Position compensation is based on experience with an incentive package based on performance. Signing incentive paid upon completion of probationary period.---- When responding to this listing, please provide a resume along with compensation requested.",Compensation is based upon experience.,full-time,New England,ASCIO Wireless,2025-04-30T19:26:39-0400,newyork,systems/networking,
